,budget,id,imdb_id,original_language,title,popularity,release_date,revenue,runtime,vote_average,collection_id,collection_name,production companies,production_countries,genres
925,0,33954,tt0061132,it,Uccellacci e uccellini,2.833298,1966-01-05,0,89.0,7.1,421566,Totò Collection,['Vanguard Films'],['Italy'],"['Comedy', 'Drama']"
926,30000000,6466,tt0329101,en,Freddy vs. Jason,14.015739000000002,2003-08-15,114908830,97.0,5.8,9735,Friday the 13th Collection,"['New Line Cinema', 'Cecchi Gori Group Tiger Cinematografica', 'Avery Pix', 'Sean S. Cunningham Films', 'Crystal Lake Entertainment', 'WTC Productions', 'Yannix Technology Corporation']","['Canada', 'Italy', 'United States of America']",['Horror']
927,28000000,10923,tt0313911,en,Agent Cody Banks,10.445141,2003-03-14,58795814,102.0,5.0,91427,Agent Cody Banks Collection,"['Splendid Pictures', 'Maverick Films', 'Metro-Goldwyn-Mayer (MGM)', 'Dylan Sellers Productions', 'Madacy Entertainment']","['Canada', 'United States of America']",['Action']
928,11000000,9362,tt0100814,en,Tremors,15.750026,1990-01-19,48572000,96.0,6.6,91799,Tremors Collection,"['Universal Pictures', 'No Frills Film Production']",['United States of America'],"['Action', 'Horror']"
929,0,936,tt0057413,en,The Pink Panther,7.851263,1963-12-19,10878107,115.0,6.9,937,The Pink Panther (Original) Collection,"['United Artists', 'Mirisch G-E Productions']",['United States of America'],"['Comedy', 'Crime']"
930,6000000,12268,tt0075066,en,The Pink Panther Strikes Again,5.58692,1976-12-15,33833201,103.0,6.8,937,The Pink Panther (Original) Collection,"['United Artists', 'Amjo Productions']","['United Kingdom', 'United States of America']","['Comedy', 'Mystery']"
931,17000000,11351,tt0301470,en,Jeepers Creepers 2,14.786032,2003-08-08,63102666,104.0,5.5,94899,Jeepers Creepers Collection,"['United Artists', 'American Zoetrope', 'Myriad Pictures', 'Jeepers Creepers II']",['United States of America'],"['Horror', 'Thriller']"
932,1500000,11547,tt0303816,en,Cabin Fever,6.4666879999999995,2003-08-15,30553394,93.0,5.5,201576,The Cabin Fever Collection,"['Lions Gate Films', 'Tonic Films', 'Down Home Entertainment', 'Cabin Pictures', 'Black Sky Entertainment', 'Deer Path Films']",['United States of America'],['Horror']
933,0,10617,tt0103285,el,黃飛鴻,5.476134,1991-08-15,3826459,134.0,7.4,10457,Once Upon a Time in China Collection,['Golden Harvest Company'],['Hong Kong'],"['Action', 'Drama']"
934,0,10618,tt0105839,cn,黃飛鴻之二男兒當自強,3.6066879999999997,1992-09-16,30399676,113.0,7.1,10457,Once Upon a Time in China Collection,['Golden Harvest Company'],['Hong Kong'],"['Action', 'Comedy']"
935,0,10619,tt0108592,cn,黃飛鴻之三獅王爭霸,8.507688,1993-01-01,27540561,105.0,6.7,10457,Once Upon a Time in China Collection,"['Golden Harvest Company', 'Film Workshop']",['Hong Kong'],['Action']
936,3500000,8408,tt0088993,en,Day of the Dead,8.801822,1985-07-19,34000000,96.0,6.9,261590,Living Dead Collection,"['Dead Films', 'Laurel Entertainment', 'Toei']","['United States of America', 'Japan']","['Horror', 'Science Fiction']"
937,22000000,277,tt0320691,en,Underworld,20.624333,2003-09-19,95708457,121.0,6.6,2326,Underworld Collection,"['Lakeshore Entertainment', 'Laurinfilm', 'Subterranean Productions LLC', 'Subterranean Productions UK Ltd.', 'Underworld Produktions GmbH']","['Germany', 'Hungary', 'United Kingdom', 'United States of America']","['Fantasy', 'Action', 'Thriller']"
938,0,17614,tt0334754,he,יוסי וג'אגר,1.9487009999999998,2002-08-28,0,65.0,6.7,409138,Yossi Collection,"['Lama Films', 'Lama Productions', 'Israel Cable Programming (ICP)']",['Israel'],"['War', 'Drama', 'Romance']"
939,0,18113,tt0362511,en,National Lampoon Presents Dorm Daze,4.640429,2003-09-26,0,96.0,4.6,201778,Dorm Daze Collection,['National Lampoon Productions'],['United States of America'],['Comedy']
940,0,11475,tt0097728,en,Leningrad Cowboys Go America,6.5909130000000005,1989-03-24,0,78.0,6.7,187736,Leningrad Cowboys Collection,['Villealfa Filmproduction Oy'],"['Finland', 'Sweden']",['Comedy']
941,0,11806,tt0103786,en,Beethoven,9.322716999999999,1992-04-03,147214049,87.0,5.6,168880,Beethoven Collection,"['Universal Pictures', 'Northern Lights Entertainment']",['United States of America'],"['Comedy', 'Family']"
942,15000000,10438,tt0106375,en,Beethoven's 2nd,5.886769,1993-12-14,118243066,89.0,5.0,168880,Beethoven Collection,"['Universal Pictures', 'Northern Lights Entertainment']",['United States of America'],"['Family', 'Comedy']"
943,5000000,9871,tt0210070,en,Ginger Snaps,5.603312,2000-08-01,0,108.0,6.6,11794,Ginger Snaps Collection,['Copperheart Entertainment'],"['Canada', 'United States of America']","['Drama', 'Horror']"
944,2500000,33258,tt0079576,en,More American Graffiti,3.0844259999999997,1979-08-03,15014674,110.0,4.8,124950,American Graffiti Collection,"['Lucasfilm', 'Universal Pictures']",['United States of America'],"['Comedy', 'Drama', 'War']"
945,7000000,11059,tt0317676,en,House of the Dead,5.701278,2003-04-11,13818181,90.0,2.8,117927,House of the Dead Collection,"['Boll Kino Beteiligungs GmbH & Co. KG', 'Brightlight Pictures', 'Herold Productions', 'Mindfire Entertainment']","['Canada', 'Germany', 'United States of America']","['Horror', 'Action', 'Thriller']"
946,30000000,24,tt0266697,en,Kill Bill: Vol. 1,25.261865,2003-10-10,180949000,111.0,7.7,2883,Kill Bill Collection,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",['United States of America'],"['Action', 'Crime']"
947,9500000,9373,tt0324216,en,The Texas Chainsaw Massacre,7.810067999999999,2003-10-17,107071655,98.0,6.1,425175,Texas Chainsaw (Reboot) Collection,"['New Line Cinema', 'Next Entertainment', 'Platinum Dunes', 'Focus Features', 'Radar Pictures', 'Chainsaw Productions LLC']",['United States of America'],['Horror']
948,48000000,4256,tt0306047,en,Scary Movie 3,11.142209,2003-10-24,220673217,84.0,5.8,4246,Scary Movie Collection,"['Dimension Films', 'Brad Grey Pictures']",['United States of America'],['Comedy']
949,100000000,10009,tt0328880,en,Brother Bear,12.300905,2003-10-23,0,85.0,6.9,96472,Brother Bear Collection,['Walt Disney Feature Animation'],['United States of America'],"['Adventure', 'Animation', 'Family']"
950,0,10389,tt0325655,cn,見鬼,4.827322000000001,2002-05-09,0,98.0,6.4,264335,The Eye Collection,"['Mediacorp Raintree Pictures', 'Applause Pictures']","['Hong Kong', 'Singapore', 'Thailand']",['Horror']
951,0,897,tt0048956,bn,অপরাজিত,2.80051,1956-10-11,170215,110.0,7.9,158391,The Apu Collection,['Epic Productions'],['India'],['Drama']
952,0,224,tt0075902,pl,Człowiek z marmuru,2.78344,1977-02-25,0,165.0,5.8,457305,Man of Marble/Iron Collection,"['Film Polski Film Agency', 'Zespól Filmowy ""X""']",['Poland'],"['Drama', 'History']"
953,150000000,605,tt0242653,en,The Matrix Revolutions,15.368205,2003-11-05,424988211,129.0,6.4,2344,The Matrix Collection,"['Village Roadshow Pictures', 'NPV Entertainment', 'Silver Pictures', 'Warner Bros.']","['United States of America', 'Australia']","['Adventure', 'Action', 'Thriller', 'Science Fiction']"
954,0,11846,tt0101862,en,Father of the Bride,5.490622,1991-12-20,89325780,105.0,6.2,96871,Father of the Bride Collection,"['Sandollar Productions', 'Touchstone Pictures']",['United States of America'],"['Comedy', 'Romance']"
955,23000000,10147,tt0307987,en,Bad Santa,10.930143,2003-11-26,76488889,91.0,6.4,423173,Bad Santa Collection,"['Columbia Pictures', 'Triptych Pictures', 'Dimension Films (US version)']","['Germany', 'United States of America']","['Drama', 'Comedy', 'Crime']"
956,16000000,9556,tt0099365,en,Darkman,8.899417999999999,1990-08-24,48878502,96.0,6.2,45154,Darkman Collection,"['Universal Pictures', 'Renaissance Pictures']",['United States of America'],"['Action', 'Science Fiction', 'Crime']"
957,0,38939,tt0069341,en,Tales from the Crypt,4.407775,1972-03-09,0,92.0,7.2,115142,Tales from the Crypt Collection,"['Amicus Productions', 'Metromedia Producers Corporation']",['United Kingdom'],['Horror']
958,12000000,860,tt0086567,en,WarGames,8.321647,1983-06-03,79567667,114.0,7.0,151263,WarGames Collection,"['United Artists', 'Sherwood Productions']",['United States of America'],"['Thriller', 'Science Fiction']"
959,30000000,8010,tt0102034,en,Highlander II: The Quickening,8.032638,1991-01-30,15556340,91.0,4.5,8050,Highlander Collection,['Lamb Bear Entertainment'],"['Argentina', 'France', 'United Kingdom']","['Action', 'Fantasy', 'Science Fiction']"
960,15000000,951,tt0099938,en,Kindergarten Cop,3.67003,1990-12-21,201957688,111.0,5.8,397444,Kindergarten Cop Collection,"['Imagine Entertainment', 'Universal Pictures']",['United States of America'],['Comedy']
961,4500000,3176,tt0266308,ja,バトル・ロワイアル,12.701098,2000-12-16,25000000,114.0,7.3,16302,Battle Royale Collection,"['Nippon Shuppan Hanbai (Nippan) K.K.', 'GAGA', 'WoWow', 'AM Associates', 'Kobi Co.', 'MF Pictures']",['Japan'],"['Drama', 'Thriller', 'Adventure']"
962,0,11824,tt0090142,en,Teen Wolf,10.940057000000001,1985-08-23,0,91.0,6.0,43066,Teen Wolf Collection,['Wolfkill'],['United States of America'],"['Comedy', 'Fantasy', 'Romance']"
963,0,1594,tt0058586,en,A Shot in the Dark,6.8728880000000006,1964-06-23,12368234,102.0,7.2,937,The Pink Panther (Original) Collection,"['United Artists', 'Mirisch Films Limited']","['United Kingdom', 'United States of America']","['Comedy', 'Crime']"
964,900000,11811,tt0107387,en,Leprechaun,9.096254,1993-01-08,8556940,92.0,5.1,19285,Leprechaun Collection (Original Series),['Trimark Pictures'],['United States of America'],"['Comedy', 'Horror', 'Thriller']"
965,18000000,10028,tt0322589,en,Honey,11.863954,2003-11-24,62646763,94.0,6.0,144689,Honey Collection,"['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']",['United States of America'],"['Romance', 'Music', 'Family']"
966,94000000,122,tt0167260,en,The Lord of the Rings: The Return of the King,29.324358,2003-12-01,1118888979,201.0,8.1,119,The Lord of the Rings Collection,"['WingNut Films', 'New Line Cinema']","['New Zealand', 'United States of America']","['Adventure', 'Fantasy', 'Action']"
967,40000000,11007,tt0349205,en,Cheaper by the Dozen,7.3642970000000005,2003-12-24,190212113,98.0,6.0,114783,Cheaper by the Dozen Collection,"['Twentieth Century Fox Film Corporation', 'Robert Simonds Productions']",['United States of America'],['Comedy']
968,3000000,11429,tt0222812,fr,Beyond Re-Animator,3.826178,2003-04-04,0,95.0,5.6,98036,Re-Animator Collection,"['Vía Digital', 'Filmax', 'Castelao Producciones', 'Fantastic Factory (Filmax)']",['Spain'],"['Comedy', 'Horror', 'Science Fiction']"
969,1000000,5205,tt0076578,en,Pumping Iron,5.866383,1977-01-18,0,85.0,7.0,245129,Pumping Iron Collection,['White Mountain Films'],['United States of America'],['Documentary']
970,0,21779,tt0060980,en,The Silencers,2.311461,1966-02-18,16318124,102.0,6.5,157890,The Matt Helm Collection,['Columbia Pictures Corporation'],['United States of America'],"['Action', 'Comedy', 'Thriller']"
971,13000000,1954,tt0289879,en,The Butterfly Effect,12.994939,2004-01-22,96060858,113.0,7.3,52749,The Butterfly Effect Collection,"['New Line Cinema', 'FilmEngine', 'Katalyst Films', 'BenderSpink', 'Province of British Columbia Production Services Tax Credit']","['Canada', 'United States of America']","['Science Fiction', 'Thriller']"
972,0,14114,tt0365957,en,You Got Served,3.7072160000000003,2004-01-30,0,95.0,4.8,353721,You Got Served Collection,[],['United States of America'],['Drama']
973,18000000,21301,tt0337579,en,Barbershop 2:  Back in Business,8.353739,2004-01-20,65070412,106.0,5.7,176097,Barbershop Collection,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],"['Comedy', 'Drama']"
974,0,18841,tt0307109,en,The Lost Skeleton of Cadavra,2.0738689999999997,2001-09-12,0,90.0,6.5,158373,The Lost Skeleton Collection,"['Fragmighty', 'Transom Films', 'Valenti Entertainment']",['United States of America'],"['Comedy', 'Horror', 'Science Fiction']"
975,500000,30566,tt0068284,en,Blacula,2.697458,1972-08-25,0,93.0,5.7,201930,Blacula Collection,"['American International Pictures (AIP)', 'Power Productions']",['United States of America'],"['Horror', 'Thriller']"
976,0,42466,tt0070656,en,Scream Blacula Scream,1.059192,1973-06-27,0,96.0,6.0,201930,Blacula Collection,"['American International Pictures (AIP)', 'Power Productions']",['United States of America'],['Horror']
977,12500000,9838,tt0089421,en,King Solomon's Mines,6.138795,1985-03-20,238227,100.0,5.0,135502,Allan Quatermain Collection,"['Cannon Group', 'Golan-Globus Productions', 'Cannon Productions']",['United States of America'],"['Action', 'Adventure', 'Comedy']"
978,25000000,10677,tt0338096,en,Dirty Dancing: Havana Nights,4.475359,2004-02-27,27685016,86.0,6.0,86058,Dirty Dancing Collection,"['Miramax Films', 'Lions Gate Films', 'Artisan Entertainment', 'Lawrence Bender Productions', 'Havana Nights LLC']",['United States of America'],"['Drama', 'Romance']"
979,26000000,17047,tt0358349,en,Agent Cody Banks 2: Destination London,12.59201,2004-06-24,28818995,100.0,5.2,91427,Agent Cody Banks Collection,"['Splendid Pictures', 'Maverick Films', 'Metro-Goldwyn-Mayer (MGM)', 'Dylan Sellers Productions', 'Madacy Entertainment']",['United States of America'],['Comedy']
980,0,11024,tt0331632,en,Scooby-Doo 2: Monsters Unleashed,7.65458,2004-03-24,181466833,93.0,5.4,86860,Scooby-Doo Collection,"['Mosaic Media Group', 'Warner Bros.']",['United States of America'],"['Mystery', 'Fantasy', 'Adventure', 'Comedy']"
981,10000000,553,tt0276919,da,Dogville,9.808595,2003-05-19,16680836,178.0,7.6,1952,USA: Land of Opportunities Collection,"['Zentropa Entertainments', 'Danmarks Radio (DR)', 'Trollhättan Film AB', 'Memfis Film', 'France 3 Cinéma', 'Sveriges Television (SVT)', 'Yleisradio (YLE)', 'Arte France Cinéma', 'Slot Machine', 'Liberator Productions', 'Nederlandse Programma Stichting (NPS)', 'Isabella Films B.V.', 'WDR / Arte', 'Film i Väst', 'Pain Unlimited GmbH Filmproduktion', 'Something Else B.V.', 'Sigma Films', 'Zoma Films Ltd.', 'Norsk TV2 AS']","['Denmark', 'Finland', 'France', 'Germany', 'Italy', 'Netherlands', 'Norway', 'Sweden', 'United Kingdom']","['Crime', 'Drama', 'Thriller']"
982,66000000,1487,tt0167190,en,Hellboy,13.206854000000002,2004-04-02,99318987,122.0,6.5,17235,Hellboy Collection,"['Columbia Pictures', 'Revolution Studios', 'Dark Horse Entertainment', 'Lawrence Gordon Productions', 'Starlite Films']",['United States of America'],"['Fantasy', 'Action', 'Science Fiction']"
983,0,11137,tt0337697,en,The Prince & Me,11.631511,2004-03-28,0,111.0,5.9,86334,The Prince & Me Collection,"['Paramount Pictures', 'Lions Gate Films', 'Epsilon Motion Pictures', 'Stillking Films', 'Sobini Films']","['Czech Republic', 'United States of America']","['Comedy', 'Romance']"
984,56000000,11358,tt0351977,en,Walking Tall,10.577565,2004-04-02,57223890,86.0,6.0,299748,Walking Tall Collection,"['Metro-Goldwyn-Mayer (MGM)', 'Mandeville Films', 'WWE Studios', 'Hyde Park Entertainment', 'Burke/Samples/Foster Productions', 'Cub Eight Productions']",['United States of America'],"['Adventure', 'Drama', 'Action', 'Thriller']"
985,40000000,2122,tt0327247,en,The Whole Ten Yards,7.156060000000001,2004-04-07,26155781,98.0,5.5,103577,The Whole Nine/Ten Yards Collection,"['Cheyenne Enterprises', 'Franchise Pictures', 'MHF Zweite Academy Film', 'Eclipse Catering', 'Nine Yards Two Productions', 'Nine Yards Productions']",['United States of America'],"['Comedy', 'Thriller', 'Crime']"
986,650000,923,tt0077402,en,Dawn of the Dead,19.24201,1978-09-02,55000000,127.0,7.4,261590,Living Dead Collection,"['Laurel Group', 'Dawn Associates']","['Italy', 'Japan', 'United States of America']",['Horror']
987,0,34082,tt0045094,en,Road to Bali,2.7136880000000003,1952-01-01,0,91.0,6.5,135441,Road to Collection,['Bing Crosby Productions'],['United States of America'],['Comedy']
988,30000000,393,tt0378194,en,Kill Bill: Vol. 2,21.533072,2004-04-16,152159461,136.0,7.7,2883,Kill Bill Collection,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",['United States of America'],"['Action', 'Crime', 'Thriller']"
989,17000000,10625,tt0377092,en,Mean Girls,11.454835000000001,2004-04-30,129042871,97.0,6.9,99606,Mean Girls Collection,"['Paramount Pictures', 'Broadway Video', 'M.G. Films']",['United States of America'],['Comedy']
990,160000000,7131,tt0338526,en,Van Helsing,12.643312,2004-05-05,300257475,132.0,6.0,109608,Van Helsing Collection,"['Universal Pictures', 'Stillking Films', 'Sommers Company, The']","['Czech Republic', 'United States of America']","['Horror', 'Adventure', 'Action']"
991,0,10035,tt0214388,en,100 Girls,5.136537000000001,2000-09-01,0,94.0,5.6,404111,100 Girls Collection,['Dream Entertainment'],['United States of America'],"['Comedy', 'Drama', 'Romance']"
992,9500000,667,tt0062512,en,You Only Live Twice,10.359669,1967-06-12,111584787,117.0,6.5,645,James Bond Collection,['Eon Productions'],['United Kingdom'],"['Action', 'Thriller', 'Adventure']"
993,27500000,700,tt0086034,en,Octopussy,10.619302000000001,1983-06-05,187500000,131.0,6.2,645,James Bond Collection,['Eon Productions'],"['United Kingdom', 'United States of America']","['Adventure', 'Action', 'Thriller']"
994,36000000,36670,tt0086006,en,Never Say Never Again,10.231985,1983-10-07,160000000,134.0,5.8,645,James Bond Collection,"['PSO International', 'TaliaFilm II Productions', 'Woodcote']","['Germany', 'United Kingdom', 'United States of America']","['Adventure', 'Action', 'Thriller']"
995,0,10940,tt0120711,en,Babylon 5: In the Beginning,3.680772,1998-01-04,0,94.0,7.3,10441,Babylon 5 Collection,"['Babylonian Productions', 'Turner Network Television (TNT)']",['United States of America'],"['Action', 'Drama', 'Science Fiction', 'Adventure']"
996,0,9356,tt0100050,en,Look Who's Talking Too,6.42968,1990-12-14,0,81.0,5.0,9521,Look Who's Talking Collection,['TriStar Pictures'],['United States of America'],"['Romance', 'Comedy']"
997,0,16113,tt0090927,en,The Delta Force,7.224683,1986-02-14,17768900,125.0,5.2,126166,The Delta Force Collection,['Golan-Globus'],"['Israel', 'United States of America']","['Action', 'Thriller']"
998,134000,25508,tt0034587,en,Cat People,5.110716,1942-12-05,4000000,73.0,6.9,272673,Cat People Collection,['RKO Radio Pictures'],['United States of America'],"['Thriller', 'Drama', 'Horror']"
999,0,12310,tt0073012,en,The Four Musketeers,5.512439,1974-10-31,0,108.0,6.4,87631,The Musketeers Collection,"['Film Trust S.A.', 'Este Films']","['Spain', 'Panama']","['Action', 'Adventure', 'Comedy', 'Drama']"
1000,0,39907,tt0284880,th,บางระจัน,1.1483370000000002,2000-12-29,0,113.0,6.9,159340,Bang Rajan Collection,"['Film Bangkok', 'BEC-TERO Entertainment']",['Thailand'],"['Action', 'History', 'War']"
1001,0,9545,tt0108171,en,Sniper,9.337392999999999,1993-01-29,18994653,98.0,5.9,14246,Sniper Collection,"['TriStar Pictures', 'Iguana Producciones', 'Baltimore Pictures', 'Sniper Productions']","['Peru', 'United States of America']","['Action', 'Drama', 'Thriller']"
1002,0,10916,tt0146455,en,Babylon 5: A Call to Arms,8.389329,1999-01-03,0,94.0,6.9,10441,Babylon 5 Collection,"['Babylonian Productions', 'Turner Network Television (TNT)']",['United States of America'],"['Action', 'Drama', 'Science Fiction', 'Adventure']"
1003,0,10921,tt0146247,en,Babylon 5: The River of Souls,2.203009,1998-11-08,0,94.0,6.1,10441,Babylon 5 Collection,"['Babylonian Productions', 'Turner Network Television (TNT)']",['United States of America'],"['Action', 'Drama', 'Science Fiction', 'Adventure']"
1004,0,10941,tt0121804,en,Babylon 5: Thirdspace,5.579911,1998-07-19,0,94.0,6.4,10441,Babylon 5 Collection,"['Babylonian Productions', 'Turner Network Television (TNT)']",['United States of America'],"['Action', 'Drama', 'Science Fiction', 'Adventure']"
1005,0,14589,tt0031047,en,Another Thin Man,1.881187,1939-01-01,0,103.0,7.0,47814,The Thin Man Collection,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],"['Comedy', 'Drama']"
1006,0,14594,tt0037365,en,The Thin Man Goes Home,5.650608,1945-01-25,0,100.0,6.4,47814,The Thin Man Collection,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],"['Comedy', 'Mystery', 'Thriller']"
1007,0,14590,tt0034172,en,Shadow of the Thin Man,2.671234,1941-11-21,0,97.0,6.2,47814,The Thin Man Collection,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],"['Comedy', 'Mystery', 'Romance', 'Thriller']"
1008,0,14588,tt0027260,en,After the Thin Man,7.201727,1936-12-25,0,112.0,7.1,47814,The Thin Man Collection,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],"['Comedy', 'Crime', 'Mystery']"
1009,0,14595,tt0039853,en,Song of the Thin Man,1.148166,1947-08-28,0,86.0,6.6,47814,The Thin Man Collection,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
1010,0,1583,tt0258760,de,Lammbock,9.634205,2001-08-23,0,93.0,7.0,478442,Lammbock Collection,['Little Shark Entertainment GmbH'],['Germany'],['Comedy']
1011,0,17653,tt0106936,cn,The Legend Fong Sai Yuk,3.7826150000000003,1993-03-04,3956913,106.0,7.1,122945,The Legend Collection,['Eastern Productions'],['Hong Kong'],"['Adventure', 'Action', 'Comedy']"
1012,4000000,11069,tt0114720,en,Tremors 2: Aftershocks,9.877868,1996-04-09,0,100.0,5.9,91799,Tremors Collection,"['MCA/Universal Pictures', 'Stampede Entertainment']",['United States of America'],"['Horror', 'Action', 'Comedy', 'Science Fiction']"
1013,0,10829,tt0259685,en,Tremors 3: Back to Perfection,10.191148,2001-10-02,0,104.0,5.4,91799,Tremors Collection,"['Stampede Entertainment', 'Universal Family and Home Entertainment']",['United States of America'],"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']"
1014,0,54396,tt0068364,en,The Cheerleaders,0.45785200000000004,1973-03-01,0,81.0,4.5,308153,The Cheerleaders - Collection,['The Cheerleaders Company'],['United States of America'],['Comedy']
1015,0,40810,tt0073756,ja,Gekitotsu! Satsujin ken,0.8349690000000001,1974-02-02,0,91.0,7.0,48829,The Streetfighter Collection,['Toei Company'],['Japan'],['Action']
1016,0,40812,tt0073623,ja,Satsujin ken 2,0.905518,1974-04-27,0,85.0,5.9,48829,The Streetfighter Collection,['Toei Company'],['Japan'],"['Action', 'Foreign']"
1017,0,43096,tt0052847,en,Gidget,0.8023640000000001,1959-04-09,0,95.0,5.9,145494,The Gidget Collection,['Columbia Pictures Corporation'],['United States of America'],"['Comedy', 'Romance']"
1018,0,10775,tt0338564,cn,無間道,10.363082,2002-12-12,8708932,101.0,7.7,58588,Infernal Affairs Collection,['Media Asia Films'],['Hong Kong'],"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
1019,10000000,15618,tt0102800,en,Robot Jox,3.312779,1989-10-01,0,85.0,5.3,349889,Robot Jox Collection,"['Empire Pictures', 'Altar Productions']",['United States of America'],"['Science Fiction', 'Action']"
1020,300000,13282,tt0072856,en,Death Race 2000,6.064898,1975-04-27,8000000,80.0,6.0,434533,Death Race Original Collection,['New World Pictures'],['United States of America'],"['Action', 'Comedy', 'Science Fiction']"
1021,3500000,26268,tt0060490,en,Harper,8.55931,1966-02-23,12000000,121.0,6.3,434270,Lew Harper Collection,['Warner Bros.'],['United States of America'],"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']"
1022,0,250,tt0180748,da,I Kina spiser de hunde,5.06264,1999-09-10,0,91.0,7.5,95891,In China They Eat Dogs Collection,['Steen Herdel Filmproduktion'],['Denmark'],"['Action', 'Comedy', 'Crime']"
1023,0,19086,tt0099399,en,Delta Force 2: The Colombian Connection,7.007739,1990-08-24,6698361,111.0,5.3,126166,The Delta Force Collection,"['Cannon Group', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],"['Action', 'Adventure']"
1024,0,11315,tt0221111,ja,DEAD OR ALIVE 犯罪者,0.740949,1999-11-27,0,105.0,6.4,192532,Dead or Alive Collection,[],['Japan'],"['Action', 'Thriller', 'Crime', 'Drama']"
1025,0,19128,tt0054371,de,Die 1000 Augen des Dr. Mabuse,1.685889,1960-09-13,0,99.0,7.1,11140,Dr. Mabuse Collection,"['Critérion Film', 'CEI Incom', 'Central Cinema Company Film (CCC)']","['France', 'Germany', 'Italy']","['Mystery', 'Crime', 'Thriller']"
1026,0,15371,tt0079833,ja,Rupan sansei: Kariosutoro no shiro,7.932795,1979-12-15,0,110.0,7.5,145901,Lupin the Third Collection,['Tokyo Movie Shinsha (TMS)'],['Japan'],"['Adventure', 'Animation', 'Comedy']"
1027,500000,27601,tt0212879,en,Citizen Toxie: The Toxic Avenger IV,4.693487,2001-11-01,0,109.0,6.2,32135,The Toxic Avenger Collection,['Troma Entertainment'],['United States of America'],"['Comedy', 'Horror']"
1028,0,17346,tt0073076,en,Grey Gardens,3.019245,1975-09-27,0,100.0,7.2,448468,Grey Gardens Collection,['Portrait Films'],['United States of America'],['Documentary']
1029,150000000,809,tt0298148,en,Shrek 2,16.229860000000002,2004-05-19,919838758,93.0,6.7,2150,Shrek Collection,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America'],"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
1030,130000000,673,tt0304141,en,Harry Potter and the Prisoner of Azkaban,28.460276,2004-05-31,789804554,141.0,7.7,1241,Harry Potter Collection,"['1492 Pictures', 'Heyday films', 'Warner Bros.']","['United Kingdom', 'United States of America']","['Adventure', 'Fantasy', 'Family']"
1031,105000000,2789,tt0296572,en,The Chronicles of Riddick,5.060352,2004-06-11,115772733,119.0,6.3,2794,The Chronicles of Riddick Collection,"['One Race Films', 'Radar Pictures']",['United States of America'],"['Action', 'Science Fiction']"
1032,50000000,8920,tt0356634,en,Garfield,10.003679,2004-06-10,200804534,80.0,5.2,86115,Garfield Collection,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Twentieth Century Fox Animation']",['United States of America'],"['Animation', 'Comedy', 'Family']"
1033,0,11546,tt0110857,en,Police Academy: Mission to Moscow,6.168241,1994-06-09,126247,83.0,4.1,9338,Police Academy Collection,['Warner Bros.'],['United States of America'],"['Comedy', 'Crime']"
1034,65000,9372,tt0390521,en,Super Size Me,5.266103,2004-01-17,28575078,100.0,6.6,475802,Super Size Me Collection,['Kathbur Pictures'],['United States of America'],"['Documentary', 'Comedy', 'Drama']"
1035,360000,44695,tt0061420,en,The Born Losers,1.345165,1967-08-18,36000000,113.0,5.3,240690,Billy Jack Collection,"['Fanfare Films', 'American International Productions', 'Otis Productions']",['United States of America'],"['Action', 'Drama']"
1036,0,38582,tt0071565,ja,ゴジラ対メカゴジラ,1.931568,1974-03-20,0,84.0,6.3,374509,Godzilla (Showa) Collection,"['Toho Film (Eiga) Co. Ltd.', 'Toho Company', 'Toho Eizo Co.']",['Japan'],"['Action', 'Science Fiction']"
1037,6000000,9542,tt0091209,en,The Hitcher,5.648114,1986-02-21,5844868,97.0,6.9,476054,The Hitcher (1986) Collection,"['Silver Screen Partners', 'TriStar Pictures', 'HBO Pictures']",['United States of America'],"['Action', 'Horror', 'Thriller']"
1038,0,24236,tt0069031,en,"Now You See Him, Now You Don't",1.215839,1972-07-12,0,88.0,7.2,297143,Dexter Riley Collection,['Walt Disney Productions'],['United States of America'],"['Comedy', 'Family']"
1039,0,6081,tt0078163,en,Revenge of the Pink Panther,6.970037,1978-07-19,49579269,104.0,6.4,937,The Pink Panther (Original) Collection,"['United Artists', 'Jewel Productions', 'Pimlico Films', 'Sellers-Edwards productions']","['United Kingdom', 'United States of America']","['Action', 'Comedy', 'Crime', 'Thriller']"
