,budget,id,imdb_id,original_language,title,popularity,release_date,revenue,runtime,vote_average,collection_id,collection_name,production companies,production_countries,genres,rating,rating_timestamp,key_agg
110,66000000,846,tt0120902,en,The X Files,12.311615,1998-06-19,189198313,121.0,6.6,19387,The X-Files Collection,"'Twentieth Century Fox Film Corporation', 'Ten Thirteen Productions'","'Canada', 'United States of America'","'Mystery', 'Science Fiction', 'Thriller'",3.490453460620525,1996-07-16 12:40:29,"'bomb', 'helicopter', 'secret', 'obsession', 'extraterrestrial technology', 'fbi', 'space marine', 'mutation', 'secret society', 'secret organization', 'secret lab', 'x-files', 'government'"
111,71000000,3050,tt0118998,en,Doctor Dolittle,9.439079,1998-06-22,294456605,85.0,5.4,3169,Dr. Dolittle Collection,"'Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment'",'United States of America',"'Comedy', 'Family', 'Fantasy'",2.647058823529412,1999-10-30 03:06:52,"'talking to animals', 'woman director'"
112,140000000,944,tt0122151,en,Lethal Weapon 4,14.470551,1998-07-10,285444603,127.0,6.3,945,Lethal Weapon Collection,"'Silver Pictures', 'Donner/Shuler-Donner Productions', 'Warner Bros.'",'United States of America',"'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller'",3.824122807017544,1996-08-16 10:57:21,"'lapd', 'house on fire', 'revolver'"
113,1800000,1051,tt0067116,en,The French Connection,6.694959,1971-10-09,41158757,104.0,7.4,155474,French Connection Collection,"'Twentieth Century Fox Film Corporation', ""D'Antoni Productions"", 'Schine-Moore Productions'",'United States of America',"'Action', 'Crime', 'Thriller'",3.5644019815994334,1996-10-10 08:58:34,"'police brutality', 'marseille', 'night life', 'attempted murder', 'drug dealer', 'drug mule', 'gangster boss', 'drug smuggle', 'undercover agent', 'hijacking of train', 'herion'"
114,1000000,1366,tt0075148,en,Rocky,14.774066,1976-11-21,117235147,119.0,7.5,1575,Rocky Collection,'United Artists','United States of America','Drama',3.4113541181945086,1996-11-23 18:47:06,"'underdog', 'philadelphia', 'transporter', 'italo-american', 'fight', ""love of one's life"", 'publicity', 'boxer', 'independence', 'boxing match', 'training', 'lovers', 'surprise', 'world champion', 'amateur', 'victory'"
115,550000,4488,tt0080761,en,Friday the 13th,12.146747,1980-05-09,59754601,95.0,6.4,9735,Friday the 13th Collection,"'Paramount Pictures', 'Georgetown Productions Inc.', 'Sean S. Cunningham Films'",'United States of America','Horror',3.336823734729494,2001-07-01 22:40:41,"'drowning', 'lake', 'cabin', 'cult', 'revenge', 'murder', 'camp', 'slasher', 'fear', 'summer', 'teenager', 'maniac', 'counselor', 'desire', 'axe in the head'"
116,300000,948,tt0077651,en,Halloween,13.672759,1978-10-25,70000000,91.0,7.4,91361,Halloween Collection,"'Compass International Pictures', 'Falcon International Productions'",'United States of America',"'Horror', 'Thriller'",3.7414269911504414,1996-08-16 09:33:04,"'female nudity', 'nudity', 'mask', 'babysitter', 'halloween', 'police', 'psychopathic killer', 'independent film', 'stalking', 'serial killer', 'marijuana', 'masked killer', 'blood', 'pot smoking', 'slasher', 'murderer', 'throat slitting', 'maniac', 'violence', 'killing spree', 'family', 'cult film', 'evil', 'psychotic', 'smoking pot', 'institution', 'escaped killer'"
117,0,41828,tt0098136,en,Prom Night III: The Last Kiss,1.506989,1990-03-30,0,97.0,5.1,123255,Prom Night Collection,"'Norstar Entertainment', 'Famous Players', 'Comweb Productions'",'Canada',"'Thriller', 'Comedy', 'Horror'",3.7243589743589753,2010-04-13 00:44:50,"'male nudity', 'nudity', 'high school', 'sequel', 'independent film', 'prom', 'slasher', 'zombie', 'violence', 'canuxploitation', 'acid'"
118,0,41769,tt0105179,en,Prom Night IV: Deliver Us from Evil,2.190786,1992-02-14,0,92.0,4.4,123255,Prom Night Collection,'Norstar Entertainment','Canada','Horror',3.471631205673759,2007-05-19 10:41:45,"'monk', 'sex', 'nun', 'nudity', 'underwear', 'crucifixion', 'murder', 'priest', 'slasher', 'body double', 'casual sex', 'canuxploitation'"
119,10700000,609,tt0084516,en,Poltergeist,11.776326,1982-06-04,122200000,114.0,7.1,10453,Poltergeist Collection,"'SLM Production Group', 'Metro-Goldwyn-Mayer (MGM)'",'United States of America','Horror',3.030292356463544,1996-03-16 07:52:08,"'parent child relationship', 'medium', 'ghostbuster', 'poltergeist', 'haunted house', 'dying and death', 'family relationships', 'good vs evil', 'paranormal phenomena', 'power of goodness', 'haunted'"
120,15000000,941,tt0093409,en,Lethal Weapon,13.183804,1987-03-06,120207127,110.0,7.0,945,Lethal Weapon Collection,"'Silver Pictures', 'Warner Bros.'",'United States of America',"'Adventure', 'Action', 'Comedy', 'Thriller', 'Crime'",3.565573770491804,1996-08-16 09:46:59,"'self-destruction', 'los angeles', 'police detective', 'ex soldier', 'buddy cop', 'lapd', 'homicide detective', 'christmas', 'death of wife', 'recklessness'"
121,25000000,942,tt0097733,en,Lethal Weapon 2,12.834276,1989-07-07,227853986,114.0,6.7,945,Lethal Weapon Collection,"'Silver Pictures', 'Warner Bros.'",'United States of America',"'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller'",4.06918449197861,1996-08-15 23:12:46,"'gang', 'police detective', 'buddy cop', 'diplomatic immunity', 'loss of girlfriend', 'lapd'"
122,35000000,943,tt0104714,en,Lethal Weapon 3,10.786007,1992-05-15,321731527,118.0,6.4,945,Lethal Weapon Collection,"'Silver Pictures', 'Warner Bros.'",'United States of America',"'Adventure', 'Action', 'Comedy', 'Thriller', 'Crime'",3.8076280623608016,1996-08-15 23:12:46,"'rookie cop', 'dog biscuit', 'shooting practice', 'sitting on a toilet', 'judo throw', 'police psychologist', 'buddy cop', 'firing range', 'aftercreditsstinger'"
123,11000000,927,tt0087363,en,Gremlins,11.333125,1984-06-07,153083102,106.0,6.9,89151,The Gremlins Collection,"'Amblin Entertainment', 'Warner Bros.'",'United States of America',"'Fantasy', 'Horror', 'Comedy'",3.938894792773645,1996-08-16 09:35:21,"'holiday', 'monster', 'small town', 'department store', 'bars and restaurants', 'human animal relationship', 'pet', 'sunlight', 'chain saw', 'salesperson', 'midnight', 'fur', 'banking', 'puppet', 'skunk', 'kids and family', 'gremlin', 'ymca'"
124,50000000,928,tt0099700,en,Gremlins 2: The New Batch,14.383185,1990-06-15,41482207,106.0,6.3,89151,The Gremlins Collection,"'Amblin Entertainment', 'Warner Bros.'",'United States of America',"'Comedy', 'Horror', 'Fantasy'",4.0744324525493125,1996-08-15 16:44:42,"'new york', 'monster', 'skyscraper', 'mutant', 'restaurant', 'human animal relationship', 'mutation', 'tv station', 'dying and death', 'water', 'research station', 'fur', 'bat', 'current', 'electric shock', 'cleverness', 'gremlin', 'cowardliness'"
125,40000000,165,tt0096874,en,Back to the Future Part II,13.689855,1989-11-20,332000000,108.0,7.4,264,Back to the Future Collection,"'Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions'",'United States of America',"'Adventure', 'Comedy', 'Family', 'Science Fiction'",3.5035240874468294,1996-03-02 18:04:27,"'skateboarding', 'flying car', 'car race', 'delorean', 'lightning', 'almanac', 'inventor', 'time travel', 'sequel', 'diner', 'alternate history', 'teenager', 'electric guitar', 'walking cane', 'high school dance', 'hoverboard', 'video phone'"
126,40000000,196,tt0099088,en,Back to the Future Part III,13.043999,1990-05-25,244527583,118.0,7.1,264,Back to the Future Collection,"'Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions'",'United States of America',"'Adventure', 'Comedy', 'Family', 'Science Fiction'",2.8297149267520125,1996-03-08 14:17:37,"'railroad robber', 'california', 'delorean', 'indian territory', 'sports car', 'inventor', 'locomotive', 'saloon', 'horseback riding', 'time travel', 'outlaw', 'sequel', 'mad scientist', 'native american', 'western', 'shootout', 'gunfight', 'train', 'wild west', 'cavalry'"
127,5000000,551,tt0069113,en,The Poseidon Adventure,10.341849,1972-12-01,84563118,117.0,7.3,372257,The Poseidon Adventure Collection,"'Twentieth Century Fox Film Corporation', 'Kent Productions'",'United States of America',"'Action', 'Adventure'",3.736994591810456,1996-03-01 00:00:00,"'life and death', 'prostitute', ""new year's eve"", 'sea', 'brother sister relationship', 'wife husband relationship', 'wave', 'shipwreck', 'cruise', 'seaquake', 'ship', 'faith', 'travel', 'disaster', 'capsized ship', 'disaster film', 'disaster movie'"
128,858000,3170,tt0034492,en,Bambi,13.698132,1942-08-14,267447150,70.0,6.8,87250,Bambi Collection,'Walt Disney Productions','United States of America',"'Animation', 'Drama', 'Family'",2.208333333333333,1999-12-14 06:03:25,"'forest', 'coming of age', 'best friend', 'loss of loved one'"
129,54000000,242,tt0099674,en,The Godfather: Part III,17.185349,1990-12-24,136766062,162.0,7.1,230,The Godfather Collection,'Paramount Pictures',"'Italy', 'United States of America'","'Crime', 'Drama', 'Thriller'",3.3906666666666667,1996-03-08 21:09:03,"'italy', 'christianity', 'new york', 'assassination', 'italo-american', 'vatican', 'pope', 'confession', 'helicopter', 'daughter', 'lawyer'"
130,8000000,2619,tt0088161,en,Splash,8.441602,1984-03-09,69821334,111.0,6.1,248126,Splash Collection,'Touchstone Pictures','United States of America',"'Comedy', 'Fantasy', 'Romance'",2.088235294117647,1999-05-23 01:04:42,"'bachelor', 'mermaid'"
131,17000000,97,tt0084827,en,Tron,16.574021,1982-07-09,33000000,96.0,6.6,63043,TRON Collection,"'Walt Disney Pictures', 'Lisberger/Kushner'",'United States of America',"'Science Fiction', 'Action', 'Adventure'",3.9849816849816855,1996-05-31 23:03:41,"'video game', 'hacker', 'virtual reality', 'dystopia', 'computer', 'science fiction'"
132,28000000,87,tt0087469,en,Indiana Jones and the Temple of Doom,15.802306,1984-05-23,333000000,118.0,7.1,84,Indiana Jones Collection,"'Lucasfilm', 'Paramount Pictures'",'United States of America',"'Adventure', 'Action'",2.4075937785910337,1996-02-01 14:34:05,"'riddle', 'treasure', 'heart', 'skeleton', 'treasure hunt', 'torture', 'violence', 'monkey', 'cult film', 'archaeologist', 'thuggee', 'conveyor belt', 'mine car', 'rope bridge', 'belching', 'child driving a car', 'eating brains', 'splits', 'indiana jones', 'archeology\xa0'"
133,4000000,123,tt0077869,en,The Lord of the Rings,7.914795,1978-11-15,30471420,132.0,6.1,141290,The Lord of the Rings Animated Collection,"'United Artists', 'Fantasy Films'",'United States of America',"'Fantasy', 'Drama', 'Animation', 'Adventure'",3.985771616198468,1996-03-10 14:12:10,"'elves', 'dwarves', 'hobbit', 'mission'"
134,30000000,2907,tt0101272,en,The Addams Family,12.962525,1991-11-22,191502426,99.0,6.7,11716,Addams Family Collection,"'Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions'",'United States of America',"'Horror', 'Comedy', 'Fantasy'",2.5329732802728824,1999-09-30 04:49:05,"'dead wish', 'vampire', 'black humor', 'uncle', 'eccentric', 'werewolf', 'macabre', 'loan shark', 'accountant'"
135,9000000,4978,tt0090633,en,An American Tail,11.928545,1986-11-21,84542002,80.0,6.6,8783,Fievel Collection,"'Universal Pictures', 'Amblin Entertainment'",'United States of America',"'Drama', 'Family', 'Animation', 'Adventure'",3.8109017496635262,2001-12-07 00:54:16,"'new york', 'cat', 'immigration', 'russia', 'mouse', 'american dream', 'jew', 'cossack', 'hanukah', 'pogrom'"
136,5000000,8393,tt0080801,en,The Gods Must Be Crazy,10.973482,1980-09-10,60000000,109.0,7.1,87805,The Gods Must Be Crazy Collection,"'CAT Films', 'Mimosa Films'","'South Africa', 'Botswana'","'Action', 'Comedy'",2.0641025641025643,2004-05-31 01:38:54,"'africa', 'airplane', 'botswana', 'god', 'tribe', 'mockumentary', 'desert', 'kalahari', 'bushman', 'aeroplane', 'tribal'"
137,3200000,805,tt0063522,en,Rosemary's Baby,11.504558,1968-06-12,33395426,136.0,7.5,264338,Rosemary's Baby Collection,"'Paramount Pictures', 'William Castle Productions'",'United States of America',"'Horror', 'Drama', 'Mystery'",3.691940885264997,1996-07-12 09:33:35,"'anti-christ', 'contemporary setting', 'laundry', 'occult', 'demonic possession', 'satanic cult', 'lucky charm', 'woman in jeopardy', 'eating disorder', 'catholic priest'"
138,90000,2182,tt0080391,en,Attack of the Killer Tomatoes!,3.625313,1978-10-01,0,87.0,4.7,47983,Killer Tomatoes! Collection,'Four Square Productions','United States of America',"'Comedy', 'Horror', 'Science Fiction'",3.6535796766743656,1998-08-21 18:03:53,"'mutation', 'aggression by plant', 'musical', 'tomato', 'vegetable', 'low-budget', 'parody', 'mad scientist', 'b movie', 'spoof', 'cult film'"
139,250000,431,tt0123755,en,Cube,12.095263,1997-09-09,501818,90.0,6.9,432,Cube Collection,"'Téléfilm Canada', 'Feature Film Project', 'Cube Libre', 'Harold Greenberg Fund', 'Odeon Films', 'Ontario Film Development Corporation', 'Viacom Canada'",'Canada',"'Thriller', 'Science Fiction', 'Mystery'",3.698139181619672,1996-03-01 00:00:00,"'riddle', 'autism', 'claustrophobia', 'maze', 'prime number', 'entrapment', 'mathematics', 'murder', 'escape', 'violence', 'numbers', 'canuxploitation'"
140,33000000,2109,tt0120812,en,Rush Hour,11.840557,1998-09-18,244386864,98.0,6.8,90863,Rush Hour Collection,'New Line Cinema','United States of America',"'Action', 'Comedy', 'Crime', 'Thriller'",3.606979542719615,1998-07-23 23:05:52,"'two man army', 'consul', 'crime lord', 'art treasures', 'reference to chelsea clinton', 'roses are red poem', 'duringcreditsstinger'"
141,15000000,1091,tt0084787,en,The Thing,16.83125,1982-06-25,19629760,109.0,7.8,479888,The Thing Collection,"'Universal Pictures', 'Turman-Foster Company'",'United States of America',"'Horror', 'Mystery', 'Science Fiction'",2.804071876030333,1996-09-24 19:49:54,"'ice', 'space marine', 'paranoia', 'snow storm', 'norwegian', 'research station', 'alien life-form', 'remake', 'alien', 'antarctica', 'shape shifting alien', 'sled dogs'"
142,30000000,4518,tt0127536,en,Elizabeth,7.566321,1998-09-13,82150642,124.0,7.2,100286,Elizabeth Collection,"'Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films'",'United States of America',"'Drama', 'History'",2.8984238178633976,2001-07-02 11:44:16,"'duke', 'historical figure', 'treason', 'catholic', 'protestant'"
143,65000000,3600,tt0130018,en,I Still Know What You Did Last Summer,11.023042,1998-11-13,40002112,100.0,5.1,3601,I Know What You Did Last Summer Collection,"'Columbia Pictures', 'Mandalay Entertainment', 'Summer Knowledge LLC'",'United States of America',"'Horror', 'Mystery', 'Thriller'",2.718884120171674,2000-04-29 16:54:48,"'competition', 'island', 'radio', 'bahamas', 'college', 'knife', 'fisherman', 'vacation', 'revenge', 'murder', 'marijuana', 'resort', 'blood', 'slasher', 'storm', 'hook', 'killer'"
144,1000000,1678,tt0047034,ja,ゴジラ,13.153272,1954-11-03,0,96.0,6.9,374509,Godzilla (Showa) Collection,'Toho Film (Eiga) Co. Ltd.','Japan',"'Thriller', 'Horror', 'Science Fiction'",3.6939128664495113,1997-11-13 17:59:32,"'japan', 'japanese', 'island', 'shipwreck', 'ship', 'lizard', 'giant lizard', 'godzilla', 'kaiju', 'animal horror'"
145,0,1680,tt0056142,ja,Kingu Kongu tai Gojira,2.894775,1962-08-11,0,98.0,6.0,374509,Godzilla (Showa) Collection,"'Toho Company', 'RKO General Pictures'",'Japan',"'Action', 'Adventure', 'Science Fiction'",3.510552824079626,1997-11-12 14:28:20,"'japan', 'helicopter', 'japanese', 'mutant', 'island', 'octopus', 'giant lizard', 'godzilla', 'sequel', 'jungle', 'giant monster', 'king kong', 'tokyo japan', 'tokusatsu', 'gojira', 'kaiju', 'giant ape', 'giant octopus', 'lost world'"
146,30000000,707,tt0090264,en,A View to a Kill,12.840798,1985-05-24,152427960,131.0,6.0,645,James Bond Collection,'Eon Productions',"'France', 'Iceland', 'United Kingdom', 'United States of America'","'Adventure', 'Action', 'Thriller'",3.0789527302363484,1996-04-29 14:34:34,"'paris', 'london england', 'france', 'england', 'san francisco', 'horse race', 'fire', 'helicopter', 'drug abuse', 'terrorist', 'secret identity', 'firemen', 'fire engine', 'villain', 'ascot', 'silicon valley', 'zeppelin', 'earthquake', 'snowboarding', 'microchip', 'doping', 'racehorse', 'flooding', 'pipeline', 'snow', 'british secret service', 'skiing'"
147,70000000,200,tt0120844,en,Star Trek: Insurrection,9.538877,1998-12-10,118000000,103.0,6.3,115570,Star Trek: The Next Generation Collection,'Paramount Pictures','United States of America',"'Science Fiction', 'Action', 'Adventure', 'Thriller'",2.8418079096045203,1996-03-28 15:05:42,"'space opera', 'retribution', 'spacecraft officer', 'exploding ship'"
148,44000000,1369,tt0089880,en,Rambo: First Blood Part II,11.924462,1985-05-21,300400432,96.0,6.3,5039,Rambo Collection,"'TriStar Pictures', 'Carolco Pictures'",'United States of America',"'Action', 'Adventure', 'Thriller', 'War'",3.3701923076923075,1996-12-11 16:02:28,"'usa', 'vietnam veteran', 'submachine gun', 'prisoner', 'prisoners of war', 'liberation of prisoners', 'liberation', 'vietnam', 'vietnam war', 'chase', 'machinegun', 'u.s. army', 'forest', 'photography', 'government', 'war', 'revenge', 'soldier', 'agent', 'denunciation'"
149,15000000,1368,tt0083944,en,First Blood,14.778884,1982-10-22,125212904,93.0,7.2,5039,Rambo Collection,'Orion Pictures','United States of America',"'Action', 'Adventure', 'Thriller', 'War'",3.3229166666666665,1996-12-03 20:30:08,"'prison', 'vietnam veteran', 'falsely accused', 'police brutality', 'sheriff', 'guerrilla', 'submachine gun', 'gun', 'destroy', 'self-defense', 'vietnam', 'vietnam war', 'prosecution', 'dying and death', 'police operation', 'attempt to escape', 'matter of life and death', 'survivor', 'tramp', 'national guard', 'weapon', 'firearm', 'police', 'escape', 'rural setting'"
150,63000000,1370,tt0095956,en,Rambo III,11.624866,1988-05-24,189015611,102.0,5.7,5039,Rambo Collection,"'TriStar Pictures', 'Carolco Pictures'",'United States of America',"'Action', 'Adventure', 'Thriller', 'War'",3.433714575469041,1996-11-27 14:16:45,"'competition', 'submachine gun', 'soviet union', 'liberation', 'russian', 'soviet troops', 'thailand', 'freedom fighter', 'afghanistan', 'war on freedom', 'machinegun', 'mujahid', 'reality show', 'western', 'japanese food', 'soap opera'"
151,7000000,1367,tt0079817,en,Rocky II,11.789813,1979-06-15,200182160,119.0,6.9,1575,Rocky Collection,'United Artists','United States of America','Drama',3.068798828125,1996-11-22 13:05:40,"'transporter', 'coma', 'wife husband relationship', 'intensive care', 'hero', ""love of one's life"", 'publicity', 'boxer', 'boxing match', 'training', 'world champion', 'victory', 'sport', 'hospital'"
152,17000000,1371,tt0084602,en,Rocky III,11.673366,1982-05-28,270000000,99.0,6.6,1575,Rocky Collection,'United Artists','United States of America','Drama',3.0906019922044177,1996-11-27 17:27:10,"'transporter', 'trainer', 'boxer', 'dying and death', 'boxing match', 'comeback', 'training', 'world champion', 'challenger', 'rematch', 'defeat', 'victory', 'sport', 'revenge', 'fame', 'wealth'"
153,31000000,1374,tt0089927,en,Rocky IV,10.25721,1985-11-21,300473716,91.0,6.6,1575,Rocky Collection,'United Artists','United States of America','Drama',3.6841076487252127,1996-11-27 17:27:25,"'usa', 'transporter', 'loss of lover', 'cold war', 'soviet union', 'boxer', 'kgb', 'dying and death', 'loss of powers', 'boxing match', 'training', 'matter of life and death', 'sibiria', 'friendship', 'victory', 'sport', 'revenge'"
154,42000000,1375,tt0100507,en,Rocky V,14.007329,1990-10-18,119946358,104.0,5.3,1575,Rocky Collection,'United Artists','United States of America','Drama',3.2328158758101946,1996-11-27 17:27:25,"'philadelphia', 'transporter', 'father son relationship', 'cataclysm', 'trainer', 'restart', 'bankrupt', 'boxer', 'disappointment', 'career', 'boxing match', 'training', 'world champion', 'challenger', 'street riots', 'sponsorship', 'challenge', 'champion', 'tax consultant', 'boxing school', 'praise', 'friendship', 'sport', 'father figure'"
155,8000000,1885,tt0087538,en,The Karate Kid,7.644989999999999,1984-06-22,90815558,126.0,6.9,8580,The Karate Kid Collection,"'Columbia Pictures Corporation', 'Jerry Weintraub Productions', 'Delphi Films'",'United States of America','Drama',3.613041565867605,1998-06-18 17:43:31,"'flat', 'taskmaster', 'karate', 'egg', 'kids and family', 'motorcycle'"
156,113,8856,tt0091326,en,"The Karate Kid, Part II",9.231318,1986-06-18,115103979,113.0,5.9,8580,The Karate Kid Collection,"'Columbia Pictures Corporation', 'Delphi V Productions'",'United States of America',"'Adventure', 'Drama', 'Action', 'Romance', 'Family'",1.8103448275862069,2004-10-14 04:18:07,"'martial arts', 'karate', 'okinawa', 'revanche', 'self esteem'"
157,27000000,5825,tt0097958,en,National Lampoon's Christmas Vacation,9.802574,1989-12-01,71320000,97.0,7.1,108693,National Lampoon's Vacation Collection,"'Hughes Entertainment', 'Warner Bros.'",'United States of America','Comedy',3.9745762711864407,2002-11-03 17:44:15,"'holiday', 'boss', 'cigar', 'neighbor', 'christmas eve', 'christmas', 'christmas bonus', 'jello'"
158,2500000,6917,tt0093075,en,The Gate,4.742709,1987-04-21,0,85.0,5.9,340623,The Gate Collection,"'Vista Organization', 'New Century Entertainment Corporation', 'Alliance Entertainment'","'Canada', 'United States of America'","'Horror', 'Fantasy'",3.35,2003-10-27 05:48:04,"'babysitter', 'legend', 'eye', 'stop motion', 'cult favorite', 'demon', 'sibling', 'hole', 'backyard', 'record album', 'dawn', 'geode', 'eye gouging', 'occult', 'dead dog', 'moth', 'mud mask', 'hand', 'canuxploitation'"
159,40000000,8224,tt0134273,en,8MM,7.473717999999999,1999-02-26,96618699,123.0,6.1,387618,8MM Collection,"'Columbia Pictures Corporation', 'Hofflund/Polone', 'Global Entertainment Productions GmbH & Company Medien KG'",'United States of America',"'Thriller', 'Crime', 'Mystery'",3.1578947368421053,2005-06-26 18:42:03,"'pornography', 'porn actor', 'loss of daughter', 'child pornography', 'private investigator', 'subculture', 'private detective'"
160,11500000,8913,tt0098084,en,Pet Sematary,8.365761000000001,1989-04-21,57469467,103.0,6.4,10789,Pet Sematary Collection,'Paramount Pictures','United States of America',"'Drama', 'Horror'",3.2890625,2004-10-16 04:59:27,"'coffin', 'pet', 'funeral', 'head injury', 'grief', 'violence', 'new neighbor', 'pet cemetery', 'dead cat', 'death of patient', 'loss of pet', 'dead lover', 'mother son relationship', 'ghost', 'grave robbing', 'indian burial ground', 'woman director', 'flashback', 'burial ground'"
161,900000,25748,tt0106557,en,Children of the Corn II: The Final Sacrifice,8.357875,1993-01-29,6980986,92.0,4.5,115225,Children of the Corn Collection,"'Corn Cobb Productions', 'Dimension Films', 'Fifth Avenue Entertainment'",'United States of America','Horror',3.7,2010-08-17 14:38:26,"'sequel', 'possession', 'priest', 'corn', 'harvest'"
162,0,25749,tt0109415,en,Children of the Corn III: Urban Harvest,4.411511,1995-09-12,0,92.0,4.7,115225,Children of the Corn Collection,"'Park Avenue Productions', 'Trans Atlantic Entertainment'",'United States of America',"'Thriller', 'Horror'",3.0,2011-10-05 00:58:02,"'chicago', 'telekinesis', 'boy', 'cult', 'blood splatter', 'sequel', 'priest', 'good vs evil', 'religion', 'blood', 'city', 'corn', 'cornfield', 'arm ripped off', 'killer scarecrow', 'supernatural power', 'killer child', 'dream within a dream'"
163,6000000,7227,tt0075648,en,Airport '77,9.394776,1977-03-11,30000000,114.0,5.8,33938,Airport Collection,'Universal Pictures','United States of America',"'Action', 'Adventure', 'Drama', 'Thriller'",3.7219512195121953,2004-01-05 06:20:03,"'stewardess', 'pilot', 'airplane', 'hijacking', 'u.s. navy', 'painting', 'bermuda triangle', 'sequel', 'rescue', 'airplane hijacking', 'disaster', 'underwater', 'art thief', 'millionaire', 'philanthropist', 'airliner', 'playing cards', 'disaster film', 'inspired by novel', 'frogman', 'scuba diver'"
164,0,2362,tt0070909,en,Westworld,6.529052,1973-10-22,0,88.0,6.7,166698,Westworld Collection,'Metro-Goldwyn-Mayer (MGM)','United States of America',"'Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction', 'Thriller', 'Western'",2.7382133995037217,1998-11-29 10:15:18,"'man vs machine', 'android', 'saloon', 'future', 'vacation', 'robot as menace', 'survival', 'cult film', 'theme park'"
165,5800000,871,tt0063442,en,Planet of the Apes,17.784978,1968-02-07,33395426,112.0,7.5,1709,Planet of the Apes Original Collection,"'Twentieth Century Fox Film Corporation', 'APJAC Productions'",'United States of America',"'Science Fiction', 'Adventure', 'Drama', 'Action'",3.1984126984126986,1996-08-09 22:30:15,"'human evolution', 'gorilla', 'bondage', 'space marine', 'chimp', 'slavery', 'space travel', 'time travel', 'dystopia', 'apocalypse', 'astronaut', 'ape', 'human subjugation'"
166,3000000,1685,tt0065462,en,Beneath the Planet of the Apes,12.325947,1970-05-01,18999718,95.0,6.2,1709,Planet of the Apes Original Collection,"'Twentieth Century Fox Film Corporation', 'APJAC Productions'",'United States of America',"'Adventure', 'Science Fiction', 'Mystery'",2.953608247422681,1998-11-20 16:24:05,"'mutant', 'dystopia', 'survivor', 'astronaut', 'ape', 'science', 'worship'"
167,1700000,1705,tt0069768,en,Battle for the Planet of the Apes,11.644764,1973-06-15,8844595,93.0,5.5,1709,Planet of the Apes Original Collection,"'Twentieth Century Fox Film Corporation', 'Apjac International'",'United States of America',"'Action', 'Science Fiction'",2.3611111111111107,1998-02-01 14:57:15,"'post-apocalyptic', 'dystopia', 'ape'"
168,1700000,1688,tt0068408,en,Conquest of the Planet of the Apes,12.843375,1972-06-29,9700000,88.0,6.1,1709,Planet of the Apes Original Collection,"'Twentieth Century Fox Film Corporation', 'APJAC Productions'",'United States of America',"'Action', 'Science Fiction'",3.4523366418527717,1997-11-12 18:45:14,"'circus', 'pet', 'human being', 'dystopia', 'insurrection', 'army', 'ape'"
169,2500000,1687,tt0067065,en,Escape from the Planet of the Apes,12.120267,1971-05-20,12348905,98.0,6.3,1709,Planet of the Apes Original Collection,"'Twentieth Century Fox Film Corporation', 'APJAC Productions'",'United States of America',"'Action', 'Science Fiction'",3.1999090081892634,1997-11-12 13:09:50,"'spacecraft', 'pacifism', 'human being', 'cage', 'dystopia', 'politician', 'chimpanzee', 'tease', 'caving'"
170,0,31638,tt0078856,en,Beyond the Poseidon Adventure,3.2767630000000003,1979-05-18,0,114.0,5.3,372257,The Poseidon Adventure Collection,'Warner Bros.','United States of America',"'Action', 'Adventure', 'Drama'",4.0,2013-08-11 06:44:33,'capsized ship'
171,10500000,796,tt0139134,en,Cruel Intentions,8.181065,1999-03-05,75902208,97.0,6.6,52789,Cruel Intentions Collection,"'Columbia Pictures', 'Cruel Productions', 'Newmarket Capital Group'",'United States of America',"'Drama', 'Romance', 'Thriller'",2.9680851063829787,1996-06-21 16:15:23,"'upper class', 'sexual obsession', 'sex', 'bet', 'sadistic', 'drug abuse', 'brother sister relationship', 'cynic', 'cocaine', 'virgin', 'manipulation', 'seduction', 'love letter', 'private school', 'innocence', 'addiction', 'love', 'psychotherapy'"
172,21000000,7341,tt0144814,en,The Rage: Carrie 2,4.766591,1999-03-11,17762705,104.0,5.1,257053,Carrie Collection,"'United Artists', 'Red Bank Films'",'United States of America',"'Horror', 'Thriller', 'Science Fiction'",3.3402777777777777,2004-02-23 21:43:31,"'suicide', 'male nudity', 'female nudity', 'fire', 'nudity', 'asylum', 'telekinesis', 'high school', 'swimming pool', 'party', 'sequel', 'murder', 'prom', 'teacher', 'decapitation', 'blood', 'splatter', 'weightlifting', 'teen suicide', 'woman director'"
173,63000000,603,tt0133093,en,The Matrix,33.366332,1999-03-30,463517383,136.0,7.9,2344,The Matrix Collection,"'Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros.'","'Australia', 'United States of America'","'Action', 'Science Fiction'",2.9557877813504825,1996-06-12 07:36:30,"'saving the world', 'artificial intelligence', 'man vs machine', 'philosophy', 'prophecy', 'martial arts', 'self sacrifice', 'fight', 'insurgence', 'virtual reality', 'dystopia', 'truth', 'cyberpunk', 'woman director', 'messiah', 'gnosticism'"
