,budget,id,imdb_id,original_language,title,popularity,release_date,revenue,runtime,vote_average,collection_id,collection_name,production companies,production_countries,genres,rating,rating_timestamp,key_agg
380,100000000,2059,tt0368891,en,National Treasure,18.932203,2004-11-19,347451894,131.0,6.4,52984,National Treasure Collection,"'Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Saturn Films', 'Junction Entertainment'",'United States of America',"'Adventure', 'Action', 'Thriller', 'Mystery'",3.211373126995824,1998-07-15 22:15:35,"'riddle', 'treasure', 'treasure hunt', 'archaeologist', 'archeology\xa0'"
610,105000000,77931,tt2017020,en,The Smurfs 2,10.640864,2013-07-30,347434178,105.0,5.5,134897,The Smurfs (Theatrical) Collection,"'Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company', 'Hemisphere Media Capital', 'NeoReel'",'United States of America',"'Fantasy', 'Family', 'Comedy', 'Animation'",3.333333333333333,2010-11-08 14:21:54,"'based on cartoon', 'animation', 'smurf'"
281,90000000,5175,tt0266915,en,Rush Hour 2,8.345985,2001-03-08,347325802,90.0,6.4,90863,Rush Hour Collection,'New Line Cinema','United States of America',"'Action', 'Comedy', 'Crime', 'Thriller'",3.2457627118644066,2002-02-25 00:17:26,'duringcreditsstinger'
19,46000000,888,tt0109813,en,The Flintstones,15.019585999999999,1994-05-26,341631208,91.0,5.0,351684,The Flintstones (Live-Action) Collection,"'Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions'",'United States of America',"'Fantasy', 'Comedy', 'Family'",2.310038119440915,1996-08-13 09:41:37,"'manager', 'jealousy', 'bad mother-in-law', 'adoption', ""family's daily life"", 'stone age', 'plan', 'friendship', 'best friend', 'dinosaur'"
5,100000000,414,tt0112462,en,Batman Forever,13.321354000000001,1995-06-16,336529144,121.0,5.2,120794,Batman Collection,"'Warner Bros.', 'Polygram Filmed Entertainment'","'United Kingdom', 'United States of America'","'Action', 'Crime', 'Fantasy'",2.6159263271939333,1996-03-01 00:00:00,"'riddle', 'dc comics', 'rose', 'gotham city', 'partner', 'superhero', 'robin', 'broken neck', 'psychologist', 'violence', 'criminal', 'district attorney', 'millionaire', 'falling down stairs', 'tied up', 'tommy gun', 'beretta', 'knocked out', 'super powers', 'disfigurement', 'father figure'"
106,110000000,714,tt0120347,en,Tomorrow Never Dies,17.159576,1997-11-12,333011068,119.0,6.0,645,James Bond Collection,'Eon Productions',"'United Kingdom', 'United States of America'","'Adventure', 'Action', 'Thriller'",3.89378489924739,1996-05-06 12:20:51,"'london england', 'england', 'spy', 'china', 'news broadcast', 'intelligence', 'television', 'missile', 'manipulation of the media', 'secret intelligence service', 'special car', 'tv station', 'media tycoon', 'navy', 'motorcycle', 'secret service', 'hamburg germany'"
132,28000000,87,tt0087469,en,Indiana Jones and the Temple of Doom,15.802306,1984-05-23,333000000,118.0,7.1,84,Indiana Jones Collection,"'Lucasfilm', 'Paramount Pictures'",'United States of America',"'Adventure', 'Action'",2.4075937785910337,1996-02-01 14:34:05,"'riddle', 'treasure', 'heart', 'skeleton', 'treasure hunt', 'torture', 'violence', 'monkey', 'cult film', 'archaeologist', 'thuggee', 'conveyor belt', 'mine car', 'rope bridge', 'belching', 'child driving a car', 'eating brains', 'splits', 'indiana jones', 'archeology\xa0'"
125,40000000,165,tt0096874,en,Back to the Future Part II,13.689855,1989-11-20,332000000,108.0,7.4,264,Back to the Future Collection,"'Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions'",'United States of America',"'Adventure', 'Comedy', 'Family', 'Science Fiction'",3.5035240874468294,1996-03-02 18:04:27,"'skateboarding', 'flying car', 'car race', 'delorean', 'lightning', 'almanac', 'inventor', 'time travel', 'sequel', 'diner', 'alternate history', 'teenager', 'electric guitar', 'walking cane', 'high school dance', 'hoverboard', 'video phone'"
247,55000000,1597,tt0212338,en,Meet the Parents,14.178281,2000-06-10,330444045,108.0,6.6,51509,Meet the Parents Collection,"'DreamWorks SKG', 'Universal Pictures', 'Tribeca Productions', 'Nancy Tenenbaum Films'",'United States of America',"'Comedy', 'Romance'",3.332478563987498,1997-07-22 23:34:47,"'cia', 'airport', 'cat', 'jew', 'orderly', 'airplane', 'father-in-law', 'epistaxis', 'daughter', 'lost baggage', 'urn', 'pavilion', 'volleyball', 'hospital', 'wedding'"
122,35000000,943,tt0104714,en,Lethal Weapon 3,10.786007000000001,1992-05-15,321731527,118.0,6.4,945,Lethal Weapon Collection,"'Silver Pictures', 'Warner Bros.'",'United States of America',"'Adventure', 'Action', 'Comedy', 'Thriller', 'Crime'",3.8076280623608016,1996-08-15 23:12:46,"'rookie cop', 'dog biscuit', 'shooting practice', 'sitting on a toilet', 'judo throw', 'police psychologist', 'buddy cop', 'firing range', 'aftercreditsstinger'"
255,15000000,90,tt0086960,en,Beverly Hills Cop,8.503483000000001,1984-11-29,316360478,105.0,6.8,85861,Beverly Hills Cop Collection,"'Paramount Pictures', 'Eddie Murphy Productions'",'United States of America',"'Action', 'Comedy', 'Crime'",3.34,1996-03-31 00:15:47,"'california', 'showdown', 'undercover', 'strip club', 'investigation', 'weapon', 'police', 'smuggling', 'swimming pool', 'gunfight', 'mansion', 'los angeles', 'foot chase', 'art gallery', 'car chase', 'warehouse', 'beverly hills', 'buddy comedy', 'country club', 'maverick cop', 'detroit michigan', 'damsel in distress', 'bar fight'"
575,100000000,76163,tt1764651,en,The Expendables 2,14.881566000000001,2012-08-08,312573423,103.0,6.1,126125,The Expendables Collection,"'Nu Image Films', 'Millennium Films'",'United States of America',"'Action', 'Adventure', 'Thriller'",3.25,2015-08-02 14:37:14,"'airplane', 'number in title', 'airplane crash', 'violence', 'beard', 'ensemble cast', 'loss of friend', 'wisecrack humor', 'airport lounge', 'asian woman'"
781,40000000,173897,tt2592614,en,Resident Evil: The Final Chapter,0.75571,2016-12-23,312242626,107.0,5.9,17255,Resident Evil Collection,"'Constantin Film', 'Impact Pictures', 'Screen Gems', 'Davis Films'","'France', 'Australia', 'Canada', 'Germany'","'Action', 'Horror', 'Science Fiction'",4.0,2017-06-08 21:06:20,"'helicopter', 'monster', 'underground', 'mutant', 'post-apocalyptic', 'dystopia', 'sequel', 'end of the world', 'female soldier', 'woman with gun', 'resident evil', 'zombie', 'armageddon', 'pistol', 'based on video game', 'heroine', 'sci-fi thriller'"
481,85000000,298,tt0496806,en,Ocean's Thirteen,12.16276,2007-07-06,311312624,122.0,6.5,304,Ocean's Collection,"'Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.'",'United States of America',"'Crime', 'Thriller'",3.5118577075098814,1996-04-04 15:58:32,"'casino', 'thief', 'revenge', 'heist', 'las vegas', 'pretending to be rich', 'labor strike'"
153,31000000,1374,tt0089927,en,Rocky IV,10.25721,1985-11-21,300473716,91.0,6.6,1575,Rocky Collection,'United Artists','United States of America','Drama',3.6841076487252127,1996-11-27 17:27:25,"'usa', 'transporter', 'loss of lover', 'cold war', 'soviet union', 'boxer', 'kgb', 'dying and death', 'loss of powers', 'boxing match', 'training', 'matter of life and death', 'sibiria', 'friendship', 'victory', 'sport', 'revenge'"
148,44000000,1369,tt0089880,en,Rambo: First Blood Part II,11.924462,1985-05-21,300400432,96.0,6.3,5039,Rambo Collection,"'TriStar Pictures', 'Carolco Pictures'",'United States of America',"'Action', 'Adventure', 'Thriller', 'War'",3.3701923076923075,1996-12-11 16:02:28,"'usa', 'vietnam veteran', 'submachine gun', 'prisoner', 'prisoners of war', 'liberation of prisoners', 'liberation', 'vietnam', 'vietnam war', 'chase', 'machinegun', 'u.s. army', 'forest', 'photography', 'government', 'war', 'revenge', 'soldier', 'agent', 'denunciation'"
356,160000000,7131,tt0338526,en,Van Helsing,12.643312,2004-05-05,300257475,132.0,6.0,109608,Van Helsing Collection,"'Universal Pictures', 'Stillking Films', 'Sommers Company, The'","'Czech Republic', 'United States of America'","'Horror', 'Adventure', 'Action'",3.2363636363636363,2003-12-01 00:17:09,"'transylvania', 'vatican', 'vampire', 'dracula', 'bite', 'frankenstein', 'werewolf', 'multiple monsters', 'van helsing', 'castles', 'mr. hyde'"
176,55000000,1924,tt0078346,en,Superman,15.460102,1978-12-13,300218018,143.0,6.9,8537,Superman Collection,"'Warner Bros.', 'Dovemead Films', 'Film Export A.G.'","'United Kingdom', 'United States of America'","'Action', 'Adventure', 'Fantasy', 'Science Fiction'",2.623481781376518,1998-07-02 17:04:45,"'saving the world', 'journalist', 'dc comics', 'crime fighter', 'nuclear missile', 'galaxy', 'superhero', 'based on comic', 'criminal', 'sabotage', 'north pole', 'midwest', 'kryptonite', 'super powers', 'superhuman strength', 'aftercreditsstinger', 'save the day'"
254,20000000,96,tt0092644,en,Beverly Hills Cop II,9.200336,1987-05-18,299965036,100.0,6.1,85861,Beverly Hills Cop Collection,"'Paramount Pictures', 'Eddie Murphy Productions', 'Don Simpson/Jerry Bruckheimer Films'",'United States of America',"'Action', 'Comedy', 'Crime'",3.688845401174168,1996-02-23 12:55:59,"'smuggling of arms', 'detective', 'intensive care', 'undercover', 'strip club', 'armored car', 'investigation', 'police', 'swimming pool', 'sequel', 'shootout', 'gunfight', 'los angeles', 'explosion', 'violence', 'car chase', 'detroit', 'horse track', 'beverly hills', 'buddy cop', 'oil field', 'cement truck', 'playboy mansion', 'shooting range'"
304,63000000,818,tt0295178,en,Austin Powers in Goldmember,8.786653,2002-07-26,296655431,94.0,5.9,1006,Austin Powers Collection,"'New Line Cinema', ""Eric's Boy"", 'Team Todd', 'Moving Pictures', 'Gratitude International'",'United States of America',"'Comedy', 'Crime', 'Science Fiction'",2.6195862960568843,1996-07-19 10:59:07,"'saving the world', 'submarine', 'brother brother relationship', 'clone', 'spy', 'helicopter', 'gold', 'submachine gun', 'asteroid', 'undercover', 'belgium', 'dutch', 'car journey', 'nightclub', 'laser', 'sumo ringer', 'family history', 'auto', 'clowning', 'overweight man', 'conciliation', 'james bond spoof', 'duringcreditsstinger'"
180,30000000,620,tt0087332,en,Ghostbusters,22.089729000000002,1984-07-06,295212467,107.0,7.3,2980,Ghostbusters Collection,"'Columbia Pictures Corporation', 'Delphi Films', 'Black Rhino Productions'",'United States of America',"'Comedy', 'Fantasy'",3.2906976744186047,1996-04-21 03:17:40,"'mythology', 'loser', 'marshmallow', 'slime', 'supernatural powers', 'nerd', 'environmental protection agency', 'hybrid', 'possession', 'new york city twin towers', 'haunting', 'gate keeper', 'giant monster', 'paranormal phenomena', 'receptionist', 'ghost', 'duringcreditsstinger'"
111,71000000,3050,tt0118998,en,Doctor Dolittle,9.439079,1998-06-22,294456605,85.0,5.4,3169,Dr. Dolittle Collection,"'Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment'",'United States of America',"'Comedy', 'Family', 'Fantasy'",2.647058823529412,1999-10-30 03:06:52,"'talking to animals', 'woman director'"
482,130000000,1979,tt0486576,en,4: Rise of the Silver Surfer,12.924254,2007-06-13,289047763,92.0,5.4,9744,Fantastic Four Collection,"'Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', 'Constantin Film Produktion', 'Bernd Eichinger Productions', 'Marvel Enterprises'","'Germany', 'United Kingdom', 'United States of America'","'Adventure', 'Fantasy', 'Action', 'Thriller'",2.1666666666666665,1998-07-05 10:08:58,"'fire', 'helicopter', 'surfboard', 'mask', 'satellite', 'airplane', 'transformation', 'forest', 'resurrection', 'marvel comic', 'sequel', 'superhero', 'based on comic', 'outer space', 'wedding', 'explosion', 'scientist', 'interrogation', 'double cross', 'fantastic four', 'military', 'earth in peril', 'superhuman strength', 'duringcreditsstinger', 'invisibility', 'silver surfer', 'forcefield', 'elasticity', 'absorbing power'"
626,85000000,157350,tt1840309,en,Divergent,21.572585,2014-03-14,288747895,139.0,6.9,283579,Divergent Collection,"'Summit Entertainment', 'Red Wagon Entertainment'",'United States of America',"'Adventure', 'Action', 'Science Fiction'",3.3,2016-04-23 21:11:56,"'based on novel', 'dystopia', 'youth', 'dystopic future', 'caste system', 'divergent', 'based on young adult novel'"
372,75000000,2502,tt0372183,en,The Bourne Supremacy,20.40426,2004-07-23,288500217,108.0,7.2,31562,The Bourne Collection,"'Universal Pictures', 'The Kennedy/Marshall Company', 'Hypnotic', 'Motion Picture THETA Produktionsgesellschaft', 'Ludlum Entertainment'","'Germany', 'United States of America'","'Action', 'Drama', 'Thriller'",3.9781992057703217,1999-02-15 10:49:37,"'berlin', 'assassin', 'based on novel', 'amnesia', 'sniper', 'lie', 'sequel', 'suspense', 'on the run', 'shootout', 'espionage', 'violence', 'foot chase', 'car chase', 'exploding house', 'though guy', 'one against many', 'rail car', 'dark past', 'moscow', 'hand to hand combat'"
7,50000000,8839,tt0112642,en,Casper,12.812539,1995-05-26,287928194,100.0,6.0,8819,Casper Collection,"'Universal Pictures', 'Amblin Entertainment', 'The Harvey Entertainment Company'",'United States of America',"'Fantasy', 'Comedy', 'Family'",1.8035714285714288,2004-08-24 01:24:19,"'halloween', 'friendship', 'supernatural', 'afterlife', 'friends', 'danger', 'ghost', 'disorder', 'young heroes', 'imaginary', 'supernatural ability', 'mischievous children'"
282,30000000,2770,tt0252866,en,American Pie 2,10.25103,2001-10-08,287553595,108.0,6.0,2806,American Pie Collection,"'Universal Pictures', 'Liveplanet', 'Zide-Perry Productions'",'United States of America',"'Comedy', 'Romance'",3.0595186186448067,1999-08-03 13:07:44,"'sex', 'party', 'summer', 'beach house', 'group of friends', 'gross out comedy', 'tantra', 'mistaken for a special education student', 'superglue', 'sex comedy'"
112,140000000,944,tt0122151,en,Lethal Weapon 4,14.470551,1998-10-07,285444603,127.0,6.3,945,Lethal Weapon Collection,"'Silver Pictures', 'Donner/Shuler-Donner Productions', 'Warner Bros.'",'United States of America',"'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller'",3.824122807017544,1996-08-16 10:57:21,"'lapd', 'house on fire', 'revolver'"
262,25000000,634,tt0243155,en,Bridget Jones's Diary,10.780524,2001-04-13,281929795,97.0,6.6,8936,Bridget Jones Collection,"'Miramax Films', 'Universal Pictures', 'Studio Canal', 'Working Title Films', 'Little Bird'","'France', 'Ireland', 'United Kingdom', 'United States of America'","'Comedy', 'Romance', 'Drama'",2.28021978021978,1996-05-12 11:34:19,"'holiday', 'london england', 'england', 'alcohol', 'sex', 'lovesickness', 'telecaster', 'birthday', 'christmas party', 'news broadcast', 'sexual frustration', 'diary', 'cigarette', 'daughter', 'mother daughter relationship', 'lawyer', 'reporter', 'extramarital affair', 'duringcreditsstinger', 'woman director', 'christmas'"
87,80000000,364,tt0103776,en,Batman Returns,15.001681,1992-06-19,280000000,126.0,6.6,120794,Batman Collection,"'PolyGram Filmed Entertainment', 'Warner Bros.'","'United Kingdom', 'United States of America'","'Action', 'Fantasy'",3.804648698761672,1996-03-01 00:00:00,"'holiday', 'corruption', 'double life', 'dc comics', 'crime fighter', 'hallucination', 'christmas tree', 'gotham city', 'vigilante', 'superhero', 'violence', 'dark hero', 'fictional city', 'super villain', 'super powers', 'deformed', 'bird cage', 'evil circus', 'christmas holiday'"
237,19000000,4247,tt0175142,en,Scary Movie,12.446738,2000-07-07,278019771,88.0,6.0,4246,Scary Movie Collection,"'Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Dimension Films', 'Brad Grey Pictures'",'United States of America','Comedy',2.6518090264826557,2001-04-09 23:20:01,"'sex', 'garage', 'psychopath', 'crude humor', 'drug'"
305,70000000,7451,tt0295701,en,xXx,12.722381,2002-09-08,277448382,124.0,5.8,52785,xXx Collection,"'Columbia Pictures', 'Original Film', 'Revolution Studios'",'United States of America',"'Action', 'Adventure', 'Thriller'",3.54565518980956,2004-05-03 04:50:32,"'sports car', 'biological weapon', 'cold war', 'russian', 'prague', 'mission', 'athlete', 'nsa agent', 'adrenaline junkie', 'thrill seeker'"
267,115000000,1995,tt0146316,en,Lara Croft: Tomb Raider,15.851722,2001-11-06,274703340,100.0,5.7,2467,Tomb Raider Collection,"'Paramount Pictures', 'Toho-Towa', 'Mutual Film Company', 'Lawrence Gordon Productions', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Eidos Interactive'",'United States of America',"'Adventure', 'Fantasy', 'Action', 'Thriller'",2.4882425742574257,1998-07-04 18:39:56,"'treasure', 'buddhist monk', 'planetary configuration', 'angkor wat', 'illuminati', 'william blake', 'treasure hunt', 'archaeologist', 'based on video game', 'archeology\xa0'"
331,130000000,8961,tt0172156,en,Bad Boys II,8.191436,2003-07-18,273339556,147.0,6.3,14890,Bad Boys Collection,"'Columbia Pictures Corporation', 'Don Simpson/Jerry Bruckheimer Films'",'United States of America',"'Adventure', 'Action', 'Comedy', 'Thriller', 'Crime'",3.8578421234057214,2004-11-08 13:54:36,"'miami', 'ku klux klan', 'cuba', 'undercover', 'mexican standoff', 'ecstasy', 'guantánamo', 'slaughter', 'shootout', 'gunfight', 'bromance', 'gangster', 'violence', 'foot chase', 'interrogation', 'car chase', 'drug lord', 'exploding house', 'narcotics cop', 'illegal drugs', 'dea agent', 'buddy cop', 'criminal underworld', 'action hero', 'haitian gang', 'minefield'"
152,17000000,1371,tt0084602,en,Rocky III,11.673366,1982-05-28,270000000,99.0,6.6,1575,Rocky Collection,'United Artists','United States of America','Drama',3.0906019922044177,1996-11-27 17:27:10,"'transporter', 'trainer', 'boxer', 'dying and death', 'boxing match', 'comeback', 'training', 'world champion', 'challenger', 'rematch', 'defeat', 'victory', 'sport', 'revenge', 'fame', 'wealth'"
128,858000,3170,tt0034492,en,Bambi,13.698132000000001,1942-08-14,267447150,70.0,6.8,87250,Bambi Collection,'Walt Disney Productions','United States of America',"'Animation', 'Drama', 'Family'",2.208333333333333,1999-12-14 06:03:25,"'forest', 'coming of age', 'best friend', 'loss of loved one'"
249,92000000,4327,tt0160127,en,Charlie's Angels,9.774985000000001,2000-02-11,264105545,98.0,5.6,86029,Charlie's Angels Collection,'Columbia Pictures','United States of America',"'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller'",3.91630259829846,2001-05-13 02:10:23,"'martial arts', 'female friendship', 'millionaire', 'agent'"
520,75000000,8909,tt0493464,en,Wanted,12.457896,2008-06-19,258270008,110.0,6.4,462400,Wanted - Collection,"'Universal Pictures', 'Spyglass Entertainment', 'Bazelevs Production', 'Kickstart Productions', 'Marc Platt Productions', 'Top Cow Productions', 'Relativity Media', 'Ringerike Zweite Filmproduktion', 'Revolution Sun Studios'","'Germany', 'United States of America'","'Action', 'Thriller', 'Crime'",2.333333333333333,2005-03-23 14:11:56,"'assassin', 'loss of father', 'secret society', 'mission of murder', 'revenge'"
490,140000000,5174,tt0293564,en,Rush Hour 3,9.718111,2007-08-08,258022233,91.0,6.1,90863,Rush Hour Collection,'New Line Cinema','United States of America',"'Action', 'Comedy', 'Crime', 'Thriller'",3.1988636363636362,2002-02-25 00:17:26,'ambassador'
103,18000000,1281,tt0118689,en,Bean,12.799853,1997-03-07,251212670,85.0,6.3,103372,Mr. Bean Collection,"'Tiger Aspect Productions', 'PolyGram Filmed Entertainment', 'Working Title Films'","'United Kingdom', 'United States of America'",'Comedy',4.048314846416382,1996-10-26 21:30:27,"'paris', 'london england', 'california', 'airport', 'vault', 'destroy', 'museum', 'arts and culture', 'chaos', 'repair', 'clumsy fellow', 'guard', 'arts expert', 'host family', 'damage', 'poster', 'artwork', 'creativity', 'painting', 'hospital', 'los angeles', 'amusement park', 'teenage rebellion', 'laxative'"
308,48000000,565,tt0298130,en,The Ring,13.740965,2002-10-18,249348933,115.0,6.5,14563,The Ring Collection,"'DreamWorks SKG', 'BenderSpink', 'Parkes+MacDonald Image Nation'","'Japan', 'United States of America'","'Horror', 'Mystery'",3.213356973995272,1996-08-27 03:58:52,"'journalist', 'drowning', 'island', 'television', 'horse', 'videoband', 'investigation', 'telephone', 'remake', 'paranormal', 'curse', 'cabin in the woods', 'ghost', 'well', 'videotape', 'supernatural horror', 'mysterious death', 'remake of asian film'"
179,60000,2667,tt0185937,en,The Blair Witch Project,14.838385999999998,1999-07-14,248000000,81.0,6.3,64750,Blair Witch Collection,"'Artisan Entertainment', 'Haxan Films'",'United States of America',"'Horror', 'Mystery'",2.602880658436214,1999-06-28 08:43:07,"'witch', 'voodoo', 'legend', 'sorcery', 'maryland', 'forest', 'footage', 'horror', 'true', 'student', 'lost', 'found footage', 'film'"
611,80000000,109418,tt2191701,en,Grown Ups 2,9.411725,2013-11-07,246984278,100.0,5.8,180546,Grown Ups Collection,"'Columbia Pictures', 'Happy Madison Productions', 'Sony Pictures Entertainment (SPE)'",'United States of America','Comedy',3.25,2014-02-23 03:16:49,
44,6000000,238,tt0068646,en,The Godfather,41.109264,1972-03-14,245066411,175.0,8.5,230,The Godfather Collection,"'Paramount Pictures', 'Alfran Productions'",'United States of America',"'Drama', 'Crime'",3.1641961231470925,1996-03-14 04:20:18,"'italy', 'love at first sight', 'loss of father', 'patriarch', 'organized crime', 'mafia', 'lawyer', 'italian american', 'crime family', 'rise to power', 'mob boss', '1940s'"
126,40000000,196,tt0099088,en,Back to the Future Part III,13.043999000000001,1990-05-25,244527583,118.0,7.1,264,Back to the Future Collection,"'Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions'",'United States of America',"'Adventure', 'Comedy', 'Family', 'Science Fiction'",2.8297149267520125,1996-03-08 14:17:37,"'railroad robber', 'california', 'delorean', 'indian territory', 'sports car', 'inventor', 'locomotive', 'saloon', 'horseback riding', 'time travel', 'outlaw', 'sequel', 'mad scientist', 'native american', 'western', 'shootout', 'gunfight', 'train', 'wild west', 'cavalry'"
140,33000000,2109,tt0120812,en,Rush Hour,11.840557,1998-09-18,244386864,98.0,6.8,90863,Rush Hour Collection,'New Line Cinema','United States of America',"'Action', 'Comedy', 'Crime', 'Thriller'",3.606979542719615,1998-07-23 23:05:52,"'two man army', 'consul', 'crime lord', 'art treasures', 'reference to chelsea clinton', 'roses are red poem', 'duringcreditsstinger'"
80,70000000,1573,tt0099423,en,Die Hard 2,18.785984,1990-02-07,240031094,124.0,6.6,1570,Die Hard Collection,"'Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures'",'United States of America',"'Action', 'Thriller'",3.3296318760789436,1997-06-24 20:12:12,"'ambush', 'helicopter', 'journalist', 'based on novel', 'airport', 'hand grenade', 'fistfight', 'cop', 'sequel', 'snow', 'dulles international airport', 'shootout', 'officer involved shooting', 'terrorism', 'explosion', 'church', 'violence', 'sabotage', 'walkie talkie', 'swat team', 'air traffic control', 'commando unit', 'snowmobile'"
98,125000000,415,tt0118688,en,Batman & Robin,17.038823999999998,1997-06-20,238207122,125.0,4.2,120794,Batman Collection,"'PolyGram Filmed Entertainment', 'Warner Bros.'","'United Kingdom', 'United States of America'","'Action', 'Crime', 'Fantasy'",2.8146577831617203,1996-03-01 00:00:00,"'double life', 'dc comics', 'dual identity', 'crime fighter', 'fictional place', 'gotham city', 'superhero', 'credit card', 'super powers'"
326,76000000,584,tt0322259,en,2 Fast 2 Furious,2.32462,2003-05-06,236350661,107.0,6.2,9485,The Fast and the Furious Collection,"'Mikona Productions GmbH & Co. KG', 'Universal Pictures', 'Original Film', 'Ardustry Entertainment'",'United States of America',"'Action', 'Crime', 'Thriller'",3.066666666666667,1996-08-29 14:34:46,"'miami', 'car race', 'sports car', 'los angeles', 'car', 'automobile racing'"
178,11000000,2105,tt0163651,en,American Pie,18.344227,1999-09-07,235483004,95.0,6.4,2806,American Pie Collection,"'Universal Pictures', 'Summit Entertainment', 'Newmarket Capital Group', 'Zide-Perry Productions'",'United States of America',"'Comedy', 'Romance'",3.3134887593671936,1998-07-21 20:39:37,"'graduation', 'innocence', 'coming of age', 'teenager', 'high school student', 'pie', 'teen comedy', 'teenage sexuality', 'exchange student', 'sitting on a toilet', 'voyeurism', 'virginity', 'laxative', 'prom night'"
200,31000000,2005,tt0105417,en,Sister Act,18.83065,1992-05-28,231605150,100.0,6.5,103573,Sister Act Collection,'Touchstone Pictures','United States of America',"'Music', 'Comedy'",3.6238549914609535,1998-07-06 00:21:32,"'church choir', 'witness protection', 'musical', 'gospel', 'concert', 'murder', 'singer', 'witness to murder', 'monastery'"
334,55000000,8273,tt0328828,en,American Wedding,14.397139000000001,2003-01-08,231449203,103.0,6.0,2806,American Pie Collection,"'Universal Pictures', 'Zide-Perry Productions', 'LivePlanet', 'Loumolo & Co.'",'United States of America',"'Comedy', 'Romance'",3.3615384615384616,2004-05-26 11:55:09,"'handcuffs', 'sister sister relationship', 'spanner', 'blow job', 'stag night', 'wedding'"
414,100000000,561,tt0360486,en,Constantine,9.615691,2005-08-02,230884728,121.0,6.6,437628,Constantine Collection,"'Village Roadshow Pictures', 'DC Comics', 'Lonely Film Productions GmbH & Co. KG.', ""Donners' Company"", 'Branded Entertainment/Batfilm Productions', 'Weed Road Pictures', '3 Art Entertainment', 'Di Bonaventura Pictures', 'Warner Bros.'","'Germany', 'United States of America'","'Drama', 'Fantasy', 'Horror'",3.4267241379310347,1996-05-10 10:02:29,"'angel', 'confession', 'exorcism', 'archangel gabriel', 'holy water', 'supernatural', 'based on comic', 'lucifer', 'demon', 'occult', 'aftercreditsstinger'"
475,25000000,1268,tt0453451,en,Mr. Bean's Holiday,10.19853,2007-03-22,229736344,90.0,6.1,103372,Mr. Bean Collection,"'Tiger Aspect Productions', 'Working Title Films'","'United Kingdom', 'United States of America', 'France', 'Germany'","'Family', 'Comedy'",3.504067490207894,1996-10-26 14:26:24,"'holiday', 'france', 'film director', 'chaos', 'clumsy fellow', 'to drop brick', 'aftercreditsstinger'"
95,73000000,330,tt0119567,en,The Lost World: Jurassic Park,0.7881229999999999,1997-05-23,229074524,129.0,6.2,328,Jurassic Park Collection,"'Universal Pictures', 'Amblin Entertainment'",'United States of America',"'Adventure', 'Action', 'Science Fiction'",2.811367895065584,1996-03-05 15:08:45,"'exotic island', 'dna', 'paleontology', 'tyrannosaurus rex', 'velociraptor', 'san diego', 'dinosaur', 'jurassic park', 'animal horror'"
470,110000000,1250,tt0259324,en,Ghost Rider,11.902353999999999,2007-02-16,228738393,114.0,5.2,90306,Ghost Rider Collection,"'Columbia Pictures Corporation', 'Relativity Media', 'Michael De Luca Productions', 'Marvel Enterprises', 'Crystal Sky Pictures', 'GH One', 'Vengeance Productions Pty. Ltd.'","'United States of America', 'Australia'","'Thriller', 'Action', 'Fantasy', 'Horror'",4.083448993754337,1996-10-26 14:31:27,"'religion and supernatural', 'dying and death', ""devil's son"", 'ghost world', 'stunts', 'flame', 'based on comic', 'demon'"
121,25000000,942,tt0097733,en,Lethal Weapon 2,12.834276,1989-07-07,227853986,114.0,6.7,945,Lethal Weapon Collection,"'Silver Pictures', 'Warner Bros.'",'United States of America',"'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller'",4.06918449197861,1996-08-15 23:12:46,"'gang', 'police detective', 'buddy cop', 'diplomatic immunity', 'loss of girlfriend', 'lapd'"
515,25000000,8681,tt0936501,en,Taken,16.367481,2008-02-18,226830568,93.0,7.2,135483,Taken Collection,"'Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'TPS Star', 'Grive Productions', 'EuropaCorp', 'M6', 'Wintergreen Productions', 'All Pictures Media'","'France', 'United Kingdom', 'United States of America'","'Action', 'Thriller'",3.1442307692307687,2004-07-12 14:03:06,"'paris', 'kidnapping', 'human trafficking', 'rescue', 'prostitution', 'albanian', 'missing daughter', 'ex cia agent'"
